"pl_POL_wp_int" "2017-05-30 13:28:00" "Oburzenie po słowach Sławomira Neumanna. ""Najrozsądniej byłoby, gdyby wszystkie ofiary były w jednym, wspólnym grobie""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/425938968-1494766495/neumann.jpg"" width=""308"" /> Po wypowiedzi Sławomira Neumanna o wspólnym pochówku ofiar katastrofy smoleńskiej rozpętała się burza wśród polityków i internautów. &" "34;Propozycję&" "34;..."
"pl_POL_wp_int" "2017-05-30 13:17:00" "PO oburzone dyspozycjami szefa MON. ""PiS zaczyna siać nieufność nawet do obywateli RP""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1494783163-619007807/cezary-tomczyk.jpg"" width=""308"" /> PO chce, by Beata Szydło na najbliższym posiedzeniu Sejmu przedstawiła informacje dotyczące zlecenia przez MON władzom samorządowym zbierania..."
"pl_POL_wp_int" "2017-05-30 12:38:00" "Dwoje dzieci zostało rannych po lekcji religii. Jeden z uczniów zachowywał się ""niewłaściwie"" " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1436858157--1153295859/religia.JPG"" width=""308"" /> Dwójka uczniów odniosła obrażenia podczas lekcji religii prowadzonej przez księdza. W wyniku interwencji nauczyciela przewróciły się stoliki, które..."
"pl_POL_wp_int" "2017-05-30 12:27:00" "Kłótnia polityków. Poszło o to, czy prokuratura potwierdziła doniesienia o szczątkach ofiar katastrofy smoleńskiej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1604064718-788843305/marek-jakubiak-marcin.png"" width=""308"" /> Marcin Kierwiński z PO chce, by prokurator Pasionek powiedział, do jakiego rodzaju pomyłek doszło przy chowaniu ciał ofiar katastrofy smoleńskiej...."
"pl_POL_wp_int" "2017-05-30 12:22:00" "Zderzenie tramwajów w Gdańsku. 10 osób poszkodowanych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1351140845--826785863/tramwaj.jpg"" width=""308"" /> Dziesięć osób, w tym ośmiomiesięczne dziecko, zostało poszkodowanych w efekcie zderzenia dwóch tramwajów, do którego doszło na skrzyżowaniu w..."
"pl_POL_wp_int" "2017-05-30 12:12:00" "Kolejny zamach w Afganistanie. Co najmniej 9 osób nie żyje" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1922959537--1486407094/afganistan-bagdad.jpg"" width=""308"" /> Wybuch kolejnego samochodu pułapki w stolicy Afganistanu. Detonacja bomby miała miejsce niedaleko rządowego biura zajmującego się sprawami..."
"pl_POL_wp_int" "2017-05-30 12:02:00" "Kobiety wymyśliły jak dostać receptę na pigułkę ""dzień po"". Pomysł nie działa" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/402650773--137064236/radziwill.jpg"" width=""308"" /> Portal Women on Web wyśle mailem receptę na lek EllaOne. Niestety, nie da się jej zrealizować. Recepta elektroniczna jest nieważna w Polce. "
"pl_POL_wp_int" "2017-05-30 11:59:00" "Pokolenie niedożywionych dzieci? Niedobory ważnych składników odżywczych u najmłodszych" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/844997194-2041907434/dziecko-zdrowie.jpg"" width=""308"" /> Najnowsze badanie przeprowadzone przez Instytut Matki i Dziecka wykazało, że dieta znaczącej większości niemowląt i małych dzieci jest..."
"pl_POL_wp_int" "2017-05-30 11:36:00" "Po pijanemu kierował cysterną z propan-butanem. Jechał pod prąd" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/670614429--1835620669/policja.jpg"" width=""308"" /> Policjanci z Gdańska zatrzymali mężczyznę, który po pijanemu kierował cysterną z 36 tys. litrów gazu propan-butan. 33-latek jechał pod prąd, a po..."
"pl_POL_wp_int" "2017-05-30 11:29:00" "Takiego dnia nie było od początku roku. Dziś odnotowano rekordową temperaturę " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1376570601--1324640027/upal-warszawa-fontanna.jpg"" width=""308"" /> We wtorek w całym kraju będzie bardzo ciepło. Miejscami temperatury przekroczą nawet 30 stopni Celsjusza. Według meteorologów 30 maja jest..."
"pl_POL_wp_int" "2017-05-30 11:23:00" "Arabowie występują przeciwko ""kultowi śmierci"". Inne oblicze islamu jest hitem internetu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1952636845--771923576/islam.jpg"" width=""308"" /> Arabska sieć komórkowa występuje przeciwko przemocy i piętnuje terrorystów samobójców. Internet podbija film przeciwstawiający się religijnemu..."
"pl_POL_wp_int" "2017-05-30 11:06:00" "Waszczykowski o ""historycznym"" przemówieniu Merkel: To niepotrzebne " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1978415796-1727272009/waszczykowski.jpg"" width=""308"" /> Przesadzona i niepotrzebna - tak w rozmowie z WP szef MSZ Witold Waszczykowski określił wypowiedź kanclerz Niemiec Angeli Merkel o tym, że..."
"pl_POL_wp_int" "2017-05-30 10:54:00" "Marek Jakubiak komentuje materiał WP. ""Nieodpowiedzialny urzędnik doprowadza do kryminogennych sytuacji""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2007883690-1301323394/marek-jakubiak-marcin.png"" width=""308"" /> - To jest rozszarpywanie Polski - powiedział Marcin Kierwiński z Platformy Obywatelskiej. Tymi słowami odniósł się do artykułu Wirtualnej Polski o..."
"pl_POL_wp_int" "2017-05-30 10:33:00" "20 zastępów w akcji. Duży pożar w Pabianicach" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/2011580689--216751124/pozar.jpg"" width=""308"" /> Ponad 20 zastępów straży pożarnej gasiło pożar hali z tekstyliami w Pabianicach. Jak dowiedziała się Wirtualna Polska, nikt nie został..."
"pl_POL_wp_int" "2017-05-30 10:25:00" "Szczere wyznanie syna Beaty Szydło. ""Kontakt z mamą jest utrudniony""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/565426664-835577875/szydlo.jpg"" width=""308"" /> Syn Beaty Szydło w szczerym wywiadzie zdradza, jakie ma relacje z matką i co sądzi o burzy medialnej wokół niego. W ostatnią sobotę przyjął..."
"pl_POL_wp_int" "2017-05-30 10:23:00" "Z tej budki wyczołguje się człowiek. Wstrząsające zdjęcia i nagrania internautów" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1171438128--1965534110/spolecznosc.jpg"" width=""308"" /> Drzwi obrotowe, których nie da się opanować, poprzewracane drzewa, zniszczone samochody i ludzie uciekający przed wiatrem. Internauci masowo..."
"pl_POL_wp_int" "2017-05-30 10:14:00" "Tylko w WP. Wznowią śledztwo ws. śmierci Andrzeja Leppera? Znamy odpowiedź" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1050938063-510575335/lepper.jpg"" width=""308"" /> Śledztwo w sprawie śmierci Andrzeja Leppera zostało umorzone w 2011 roku. Kilka dni temu były senator Samoobrony Sławomir Izdebski domagał się jego..."
"pl_POL_wp_int" "2017-05-30 10:12:00" "Kariery ludzi z Sycowa. Beata Kempa ma z nimi związek?" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1291627373--168702196/kempa.jpg"" width=""308"" /> Czy istnieje &" "34;układ sycowski&" "34;, o którym mówi opozycja w kontekście awansów policjantów pochodzących z tego miasta? Czy rzeczywiście ludzie..."
"pl_POL_wp_int" "2017-05-30 09:47:00" "Poważny cios w PO. „Jak się można pomylić wkładając do trumny trzy dłonie”" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1942244493--804205213/cx.jpg"" width=""308"" /> - No jak się można pomylić wkładając do trumny trzy dłonie, ja nie wiem. Ówczesna premier Ewa Kopacz przyrzekała, że była świadkiem ekshumacji. Tam..."
"pl_POL_wp_int" "2017-05-30 09:32:00" "Akcja polskich żołnierzy w Afganistanie" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1292350145-992258776/afganistan.jpg"" width=""308"" /> Polscy żołnierze odbili zakładników w Afganistanie - dowiedzieli się dziennikarze TVP Info. Szczegóły tej operacji przedstawi minister obrony..."
"pl_POL_wp_int" "2017-05-30 09:29:00" "Polscy żołnierze pomogli w odbiciu 11 zakładników z talibskiego więzienia. Macierewicz: ""to operacja bez precedensu""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1904896865-1368900672/macierewicz.jpg"" width=""308"" /> Szef MON Antoni Macierewicz, dowódca operacyjny RSZ gen. dyw. Sławomir Wojciechowski oraz dowódca Centrum Operacji Specjalnych - dowódca Komponentu..."
"pl_POL_wp_int" "2017-05-30 09:01:00" "Opisał historię swojego kolegi z pracy. ""Sąsiedzi zgłosili go, bo miał ciemną skórę i miał wyglądać jak Turek""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1834499819--1347924294/mezczyzna.jpg"" width=""308"" /> Mężczyzna opisał na Facebooku historię znajomego Portugalczyka, mieszkającego i pracującego w Polsce. Jak twierdzi internauta, do mieszkania..."
"pl_POL_wp_int" "2017-05-30 08:40:00" "Gowin o współpracy z PiS: to nie zabawa dla grzecznych dziewczynek" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/480688341--1318000752/jaroslaw-gowin.jpg"" width=""308"" /> Według Jarosława Gowina alternatywą dla PiS jest prawdziwa dżuma - PO, PSL i Nowoczesna. Wicepremier, jak sam mówi, &" "34;nie będzie udawał niewiniątka,..."
"pl_POL_wp_int" "2017-05-30 08:22:00" "Kolejne wstrząsające odkrycie: w trumnie gen. Włodzimierza Potasińskiego znaleziono szczątki pięciu osób" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1268080056--1730643444/wlodzimierz-potasinski.jpg"" width=""308"" /> Kolejne wstrząsające doniesienia dotyczące ekshumacji ciał katastrofy smoleńskiej. W trumnie gen. Włodzimierza Potasińskiego, dowódcy Wojsk..."
"pl_POL_wp_int" "2017-05-30 08:08:00" "Putin uroczyście przyjęty przez Macrona. Gospodarz był wyjątkowo złośliwy" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1525364483--159139467/macron-putin.jpg"" width=""308"" />  Macron powiedział, że jego pierwsza rozmowa z Putinem była szczera i że pozwoliła ona obu przywódcom zaznaczyć punkty, w których się nie zgadzają...."
"pl_POL_wp_int" "2017-05-30 07:53:00" "Dyktator Manuel Noriega zmarł w wieku 83 lat" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1490276716--1242727345/sd.jpg"" width=""308"" /> Manuel Antonio Noriega Moreno rządził Panamą w latach 1983-1989. W kraju kazał nazywać siebie mianem Najwyższego Przywódcy Wyzwolenia Narodowego."
"pl_POL_wp_int" "2017-05-30 07:48:00" " Rosja. ""Jeden z najbardziej skorumpowanych krajów na świecie""" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1384533924-1225864835/rosja.jpg"" width=""308"" /> Granic z Rosją nie można traktować jako stałe i stabilne, ale nie zaryzykowałbym tezy o nadchodzącej wojnie światowej, bo Rosja to kraj słabszy niż..."
"pl_POL_wp_int" "2017-05-30 07:31:00" "Piotr Walentynowicz: to, co zobaczyliśmy z ojcem w czasie ekshumacji w 2012 było przerażające" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/122078159-1379603199/piotr-walentynowicz.jpg"" width=""308"" /> Piotr Walentynowicz w ostrych słowach skomentował doniesienia o odkryciu szczątków ośmiu osób w trumnie gen. Bronisława Kwiatkowskiego. - Strona..."
"pl_POL_wp_int" "2017-05-30 07:23:00" "Biznes i polityka. Marek Jakubiak odpowiada na nasz artykuł i porównuje Polskę do... tortu" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/647785462--1401426976/marek-jakubiak-jakubiak.jpg"" width=""308"" /> Marcin Kierwiński z Platformy Obywatelskiej i Marek Jakubiak z Kukiz&" "x27;15 komentowali nasz materiał dot. walki spółek Skarbu Państwa o wpływy. -..."
"pl_POL_wp_int" "2017-05-30 07:19:00" "Przyjechał na komendę bez trzymanki, żeby sprawdzić swoją trzeźwość. Później było już tylko gorzej" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1419896932--1274316721/spolecznosc.jpg"" width=""308"" /> Nietrzeźwy mężczyzna przyjechał rowerem na włoszczowską komendę, by zbadać się alkomatem. Wynik rozczarował nie tylko jego, ale także..."
"pl_POL_wp_int" "2017-05-30 07:01:00" "Ekshumacja gen. Bronisława Kwiatkowskiego. Mocne słowa jego żony" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/336024651--1598369293/kwiatkowski.jpg"" width=""308"" /> - Boję się, że w kolejnych trumnach może być mój mąż - mówi Krystyna Kwiatkowska, żona śp. gen. Bronisława Kwiatkowskiego, który zginął w..."
"pl_POL_wp_int" "2017-05-30 06:37:00" "Kim Dzong Un: terytorium USA zamieni się w spaloną ziemię" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1324282408--2020428881/korea-polnocna.jpg"" width=""308"" /> Korea Północna rzuca mocne oskarżenia w stronę Stanów Zjednoczonych. Zdaniem władz tego kraju Amerykanie balansują na krawędzi wojny nuklearnej."
"pl_POL_wp_int" "2017-05-30 06:34:00" "Udostępnił na Facebooku ""Ucho Prezesa"". Kuratorium podjęło decyzję ws. nauczyciela " "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1108368726--1143759452/ucho.png"" width=""308"" /> Wuefista z Żagania udostępnił na swoim prywatnym profilu na Facebooku jeden z odcinków &" "34;Ucha Prezesa&" "34; oraz obrazki satyryczne broniące Jurka..."
"pl_POL_wp_int" "2017-05-30 06:08:00" "Tylko w WP. Walka o wpływy w państwowych spółkach się zaostrza. ""Tylko dyrektor finansowy musi być kompetentny""" " Walka o wpływy w spółkach jest już tak ostra, jak za czasów PO-PSL po 8 latach rządów – mówią Wirtualnej Polsce obecni i byli członkowie zarządów..."
"pl_POL_wp_int" "2017-05-30 05:40:00" "Ponad 60 tys. migrantów przypłynęło do Włoch" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1452230767--1807553383/uchodzcy.jpg"" width=""308"" /> Liiczba migrantów, którzy przypłynęli do Włoch od początku tego roku przekroczyła już 60 tys. - poinformowało włoskie Ministerstwo Spraw..."
"pl_POL_wp_int" "2017-05-30 05:27:00" "21-latek spał ponad cztery miesiące" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/325200587-2115793456/szpital.jpg"" width=""308"" /> Przez 15 lat działalności w toruńskiej Fundacji &" "34;Światło&" "34; wybudziło się aż 51 pacjentów. Do grona osób, które pokonały śpiączkę, dołączył 21-letni..."
"pl_POL_wp_int" "2017-05-30 04:34:00" "Pieronek o ekshumacjach: zdarzaj się takie bolesne wpadki" "<img src=""https://i.wpimg.pl/O/308x180/d.wpimg.pl/1010281197--1861129906/smolensk.jpg"" width=""308"" /> Mamy moralny obowiązek jako chrześcijanie w Polsce być gościnnymi dla tych, którzy uciekają przed śmiercią, przed nędzą, przed wszelkimi..."
